Name,Code,Instructor,School,Department,Semester,Term,Time,Description
Regeneration in Axolotls,GENETIC 307,Whited,FAS,Medical Sciences,2019 Fall,Full Term,,
Regeneration in Axolotls,GENETIC 307,Whited,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Biology of Signal Transduction,GENETIC 308,Seed,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Biology of Signal Transduction,GENETIC 308,Seed,FAS,Medical Sciences,2020 Spring,Full Term,,
Gene Expression in Yeast,GENETIC 309,Winston,FAS,Medical Sciences,2019 Fall,Full Term,,
Gene Expression in Yeast,GENETIC 309,Winston,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Genetics of Neural Development and Gene Therapy to Prevent Blindness,GENETIC 310,Cepko,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Genetics of Neural Development and Gene Therapy to Prevent Blindness,GENETIC 310,Cepko,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Mechanisms of Transcription Regulation in Mammals,GENETIC 311,Kingston,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Mechanisms of Transcription Regulation in Mammals,GENETIC 311,Kingston,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetic analysis of small RNA pathways and surveillance of core cellular systems,GENETIC 312,Ruvkun,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetic analysis of small RNA pathways and surveillance of core cellular systems,GENETIC 312,Ruvkun,FAS,Medical Sciences,2020 Spring,Full Term,,
Genomic Approaches to Human Disease Genetics,GENETIC 313,Altshuler,FAS,Medical Sciences,2019 Fall,Full Term,,
Genomic Approaches to Human Disease Genetics,GENETIC 313,Altshuler,FAS,Medical Sciences,2020 Spring,Full Term,,
The Origin of Cellular Life,GENETIC 314,Szostak,FAS,Medical Sciences,2019 Fall,Full Term,,
The Origin of Cellular Life,GENETIC 314,Szostak,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Genetics of Inherited Disorders,GENETIC 315,Gusella,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Genetics of Inherited Disorders,GENETIC 315,Gusella,FAS,Medical Sciences,2020 Spring,Full Term,,
Transcription Factors and DNA Regulatory Elements,GENETIC 316,Bulyk,FAS,Medical Sciences,2019 Fall,Full Term,,
Transcription Factors and DNA Regulatory Elements,GENETIC 316,Bulyk,FAS,Medical Sciences,2020 Spring,Full Term,,
Signaling Networks in Development and Disease,GENETIC 317,Kreidberg,FAS,Medical Sciences,2019 Fall,Full Term,,
Signaling Networks in Development and Disease,GENETIC 317,Kreidberg,FAS,Medical Sciences,2020 Spring,Full Term,,
Genome Structure,GENETIC 318,Church,FAS,Medical Sciences,2019 Fall,Full Term,,
Genome Structure,GENETIC 318,Church,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetics of Common Human Disease,GENETIC 320,Daly,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetics of Common Human Disease,GENETIC 320,Daly,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetic Analysis of Growth and Homeostasis,GENETIC 321,Perrimon,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetic Analysis of Growth and Homeostasis,GENETIC 321,Perrimon,FAS,Medical Sciences,2020 Spring,Full Term,,
Vertebrate Pattern Formation,GENETIC 322,Tabin,FAS,Medical Sciences,2019 Fall,Full Term,,
Vertebrate Pattern Formation,GENETIC 322,Tabin,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Biology of V(D)J Recombination,GENETIC 323,Oettinger,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Biology of V(D)J Recombination,GENETIC 323,Oettinger,FAS,Medical Sciences,2020 Spring,Full Term,,
"Human Genetics, Genomics and Complex Traits",GENETIC 325,Hirschhorn,FAS,Medical Sciences,2019 Fall,Full Term,,
"Human Genetics, Genomics and Complex Traits",GENETIC 325,Hirschhorn,FAS,Medical Sciences,2020 Spring,Full Term,,
Human Molecular and Cancer Genetics,GENETIC 326,Kwiatkowski,FAS,Medical Sciences,2019 Fall,Full Term,,
Human Molecular and Cancer Genetics,GENETIC 326,Kwiatkowski,FAS,Medical Sciences,2020 Spring,Full Term,,
Systems Biology of Mammalian Cell Fate Decisions,GENETIC 327,Gaudet,FAS,Medical Sciences,2019 Fall,Full Term,,
Systems Biology of Mammalian Cell Fate Decisions,GENETIC 327,Gaudet,FAS,Medical Sciences,2020 Spring,Full Term,,
"Lymphocyte Differentiation, Recombination, DNA Repair, Cancer",GENETIC 328,Alt,FAS,Medical Sciences,2019 Fall,Full Term,,
"Lymphocyte Differentiation, Recombination, DNA Repair, Cancer",GENETIC 328,Alt,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetic Analysis of Synaptic Transmission,GENETIC 329,Kaplan,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetic Analysis of Synaptic Transmission,GENETIC 329,Kaplan,FAS,Medical Sciences,2020 Spring,Full Term,,
Developmental Oncobiology and Cancer Stem Cells,GENETIC 331,Li,FAS,Medical Sciences,2019 Fall,Full Term,,
Developmental Oncobiology and Cancer Stem Cells,GENETIC 331,Li,FAS,Medical Sciences,2020 Spring,Full Term,,
Combining genetic and biochemical approaches to elucidate mechanisms underlying cancer,GENETIC 332,Cichowski,FAS,Medical Sciences,2019 Fall,Full Term,,
Combining genetic and biochemical approaches to elucidate mechanisms underlying cancer,GENETIC 332,Cichowski,FAS,Medical Sciences,2020 Spring,Full Term,,
Computational biology of transcriptional and epigenetic regulation,GENETIC 333,Liu,FAS,Medical Sciences,2019 Fall,Full Term,,
Computational biology of transcriptional and epigenetic regulation,GENETIC 333,Liu,FAS,Medical Sciences,2020 Spring,Full Term,,
Genomics and the Genetics of Human Disease,GENETIC 334,Kucherlapati,FAS,Medical Sciences,2019 Fall,Full Term,,
Genomics and the Genetics of Human Disease,GENETIC 334,Kucherlapati,FAS,Medical Sciences,2020 Spring,Full Term,,
"Genetics, epigenetics, gene regulation, evolution, disease",GENETIC 335,Wu,FAS,Medical Sciences,2019 Fall,Full Term,,
"Genetics, epigenetics, gene regulation, evolution, disease",GENETIC 335,Wu,FAS,Medical Sciences,2020 Spring,Full Term,,
Developmental Biology of Hematopoiesis,GENETIC 336,Zon,FAS,Medical Sciences,2019 Fall,Full Term,,
Developmental Biology of Hematopoiesis,GENETIC 336,Zon,FAS,Medical Sciences,2020 Spring,Full Term,,
Human Molecular Genetics,GENETIC 337,Orkin,FAS,Medical Sciences,2019 Fall,Full Term,,
Human Molecular Genetics,GENETIC 337,Orkin,FAS,Medical Sciences,2020 Spring,Full Term,,
Epigenetic inheritance and small regulatory RNAs,GENETIC 338,Kennedy,FAS,Medical Sciences,2019 Fall,Full Term,,
Epigenetic inheritance and small regulatory RNAs,GENETIC 338,Kennedy,FAS,Medical Sciences,2020 Spring,Full Term,,
Mechanisms of Heritable Epigenetics,GENETIC 339,Greer,FAS,Medical Sciences,2019 Fall,Full Term,,
Mechanisms of Heritable Epigenetics,GENETIC 339,Greer,FAS,Medical Sciences,2020 Spring,Full Term,,
Mechanisms of microtubule organization,GENETIC 340L,Subramanian,FAS,Medical Sciences,2019 Fall,Full Term,,
Mechanisms of microtubule organization,GENETIC 340L,Subramanian,FAS,Medical Sciences,2020 Spring,Full Term,,
Development and Homeostasis of the Skeleton,GENETIC 341,Warman,FAS,Medical Sciences,2019 Fall,Full Term,,
Development and Homeostasis of the Skeleton,GENETIC 341,Warman,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetic Analysis of Zebrafish Kidney Organogenesis,GENETIC 342,Drummond,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetic Analysis of Zebrafish Kidney Organogenesis,GENETIC 342,Drummond,FAS,Medical Sciences,2020 Spring,Full Term,,
Zebrafish Cardiovascular Development and Regeneration,GENETIC 343,Burns,FAS,Medical Sciences,2019 Fall,Full Term,,
Zebrafish Cardiovascular Development and Regeneration,GENETIC 343,Burns,FAS,Medical Sciences,2020 Spring,Full Term,,
Computational Genomics,GENETIC 344,Park,FAS,Medical Sciences,2019 Fall,Full Term,,
Computational Genomics,GENETIC 344,Park,FAS,Medical Sciences,2020 Spring,Full Term,,
Computational Biology of Cancer,GENETIC 345,Michor,FAS,Medical Sciences,2019 Fall,Full Term,,
Computational Biology of Cancer,GENETIC 345,Michor,FAS,Medical Sciences,2020 Spring,Full Term,,
Ras signaling and colon cancer,GENETIC 347,Haigis,FAS,Medical Sciences,2019 Fall,Full Term,,
Ras signaling and colon cancer,GENETIC 347,Haigis,FAS,Medical Sciences,2020 Spring,Full Term,,
The Regenerative Biology of Tendons and Ligaments,GENETIC 348,Galloway,FAS,Medical Sciences,2019 Fall,Full Term,,
The Regenerative Biology of Tendons and Ligaments,GENETIC 348,Galloway,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetic Regulation of Organogenesis and Organ Regeneration,GENETIC 350,Maas,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetic Regulation of Organogenesis and Organ Regeneration,GENETIC 350,Maas,FAS,Medical Sciences,2020 Spring,Full Term,,
Musculo-skeletal development,GENETIC 351L,Pourquie,FAS,Medical Sciences,2019 Fall,Full Term,,
Musculo-skeletal development,GENETIC 351L,Pourquie,FAS,Medical Sciences,2020 Spring,Full Term,,
"Cardiovascular Development and Disease, Muscle Biology",GENETIC 352,Wang,FAS,Medical Sciences,2019 Fall,Full Term,,
"Cardiovascular Development and Disease, Muscle Biology",GENETIC 352,Wang,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetics of Human Disease,GENETIC 353,Slaugenhaupt,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetics of Human Disease,GENETIC 353,Slaugenhaupt,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Genetics of Human Neuromuscular Diseases,GENETIC 355,Beggs,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Genetics of Human Neuromuscular Diseases,GENETIC 355,Beggs,FAS,Medical Sciences,2020 Spring,Full Term,,
Research in Molecular Cytogenetics,GENETIC 356,Morton,FAS,Medical Sciences,2019 Fall,Full Term,,
Research in Molecular Cytogenetics,GENETIC 356,Morton,FAS,Medical Sciences,2020 Spring,Full Term,,
Lung Stem Cell Biology and Cancer,GENETIC 357,Kim,FAS,Medical Sciences,2019 Fall,Full Term,,
Lung Stem Cell Biology and Cancer,GENETIC 357,Kim,FAS,Medical Sciences,2020 Spring,Full Term,,
Developmental Neurobiology and Genetics,GENETIC 358,Dymecki,FAS,Medical Sciences,2019 Fall,Full Term,,
Developmental Neurobiology and Genetics,GENETIC 358,Dymecki,FAS,Medical Sciences,2020 Spring,Full Term,,
"Cancer and development, intestinal development/differentiation",GENETIC 359,Shivdasani,FAS,Medical Sciences,2019 Fall,Full Term,,
"Cancer and development, intestinal development/differentiation",GENETIC 359,Shivdasani,FAS,Medical Sciences,2020 Spring,Full Term,,
Microtubule Associated RNAs During Mitosis,GENETIC 360,Blower,FAS,Medical Sciences,2019 Fall,Full Term,,
Microtubule Associated RNAs During Mitosis,GENETIC 360,Blower,FAS,Medical Sciences,2020 Spring,Full Term,,
Epigenetic regulation by long noncoding RNAs,GENETIC 361,Lee,FAS,Medical Sciences,2019 Fall,Full Term,,
Epigenetic regulation by long noncoding RNAs,GENETIC 361,Lee,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Biology and Genetics of Cancer,GENETIC 362,Livingston,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Biology and Genetics of Cancer,GENETIC 362,Livingston,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Genetic Approaches to Human Disease Mechanisms,GENETIC 366,MacDonald,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Genetic Approaches to Human Disease Mechanisms,GENETIC 366,MacDonald,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Genetics of Aging and Neurodegenerative Disorders,GENETIC 368,Yankner,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Genetics of Aging and Neurodegenerative Disorders,GENETIC 368,Yankner,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Mechanisms of Plant Signal Transduction,GENETIC 369,Sheen,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Mechanisms of Plant Signal Transduction,GENETIC 369,Sheen,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Basis of Breast Cancer Initiation and Progression,GENETIC 370,Polyak,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Basis of Breast Cancer Initiation and Progression,GENETIC 370,Polyak,FAS,Medical Sciences,2020 Spring,Full Term,,
Functional Genomics and Proteomics,GENETIC 371,Vidal,FAS,Medical Sciences,2019 Fall,Full Term,,
Functional Genomics and Proteomics,GENETIC 371,Vidal,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Mechanisms of Aging and Age Related Diseases,GENETIC 372,Sinclair,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Mechanisms of Aging and Age Related Diseases,GENETIC 372,Sinclair,FAS,Medical Sciences,2020 Spring,Full Term,,
"Kidney Disease, Genetics, Cytoskeleton",GENETIC 373,Pollak,FAS,Medical Sciences,2019 Fall,Full Term,,
"Kidney Disease, Genetics, Cytoskeleton",GENETIC 373,Pollak,FAS,Medical Sciences,2020 Spring,Full Term,,
Mechanisms underlying accurate meiotic chromosome segregation,GENETIC 374,Colaiacovo,FAS,Medical Sciences,2019 Fall,Full Term,,
Mechanisms underlying accurate meiotic chromosome segregation,GENETIC 374,Colaiacovo,FAS,Medical Sciences,2020 Spring,Full Term,,
Cell Cycle Control and Genomic Integrity,GENETIC 376,Elledge,FAS,Medical Sciences,2019 Fall,Full Term,,
Cell Cycle Control and Genomic Integrity,GENETIC 376,Elledge,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Genetics of Chromosome Organization and Gene Expression,GENETIC 377,Kuroda,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Genetics of Chromosome Organization and Gene Expression,GENETIC 377,Kuroda,FAS,Medical Sciences,2020 Spring,Full Term,,
"Aging, Stress Defenses, and Developmental Gene Regulation in C. elegans",GENETIC 378,Blackwell,FAS,Medical Sciences,2019 Fall,Full Term,,
"Aging, Stress Defenses, and Developmental Gene Regulation in C. elegans",GENETIC 378,Blackwell,FAS,Medical Sciences,2020 Spring,Full Term,,
Applying Population Genetics to Find Disease Genes,GENETIC 379,Reich,FAS,Medical Sciences,2019 Fall,Full Term,,
Applying Population Genetics to Find Disease Genes,GENETIC 379,Reich,FAS,Medical Sciences,2020 Spring,Full Term,,
Molecular Approaches to Metabolism and Energy Balance,GENETIC 380,Rosen,FAS,Medical Sciences,2019 Fall,Full Term,,
Molecular Approaches to Metabolism and Energy Balance,GENETIC 380,Rosen,FAS,Medical Sciences,2020 Spring,Full Term,,
Muscle Stem Cell Commitment and Differentiation,GENETIC 382,Gussoni,FAS,Medical Sciences,2019 Fall,Full Term,,
Muscle Stem Cell Commitment and Differentiation,GENETIC 382,Gussoni,FAS,Medical Sciences,2020 Spring,Full Term,,
"Genome structure and function, Neuropsychiatric genomics",GENETIC 383L,Talkowski,FAS,Medical Sciences,2019 Fall,Full Term,,
"Genome structure and function, Neuropsychiatric genomics",GENETIC 383L,Talkowski,FAS,Medical Sciences,2020 Spring,Full Term,,
Cell Cycle Proteins in Development and Cancer,GENETIC 385,Sicinski,FAS,Medical Sciences,2019 Fall,Full Term,,
Cell Cycle Proteins in Development and Cancer,GENETIC 385,Sicinski,FAS,Medical Sciences,2020 Spring,Full Term,,
Stem Cells and Developmental Biology,GENETIC 387,Cowan,FAS,Medical Sciences,2019 Fall,Full Term,,
Stem Cells and Developmental Biology,GENETIC 387,Cowan,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetics of Neuronal Morphogenesis and Connectivity in C. Elegans,GENETIC 388,Heiman,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetics of Neuronal Morphogenesis and Connectivity in C. Elegans,GENETIC 388,Heiman,FAS,Medical Sciences,2020 Spring,Full Term,,
Epigenomics of Allele-Specific Expression,GENETIC 389,Gimelbrant,FAS,Medical Sciences,2019 Fall,Full Term,,
Epigenomics of Allele-Specific Expression,GENETIC 389,Gimelbrant,FAS,Medical Sciences,2020 Spring,Full Term,,
Advanced Experimental Methods: Experimental Approaches in Genetic Analysis,GENETIC 390QC,Winston,FAS,Medical Sciences,2020 Spring,January,8:30am - 6:00pm,"The goal of this course is to provide a survey of major topics and themes in genetics and genetic analysis in conjunction with exposure to a variety of experimental techniques, technologies, and model systems. Building on fundamental principles learned in Genetics 201, students will gain knowledge and hands-on experience in using genetic approaches to address biologically relevant questions in a variety of experimental systems, such as Drosophila, yeast, C. elegans, and humans.  T"
Genetic and genomic basis of biological variation,GENETIC 391,McCarroll,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetic and genomic basis of biological variation,GENETIC 391,McCarroll,FAS,Medical Sciences,2020 Spring,Full Term,,
Self-Renewal and Cancer,GENETIC 392,Langenau,FAS,Medical Sciences,2019 Fall,Full Term,,
Self-Renewal and Cancer,GENETIC 392,Langenau,FAS,Medical Sciences,2020 Spring,Full Term,,
Genetic basis of skeletal development and evolution,GENETIC 393,Harris,FAS,Medical Sciences,2019 Fall,Full Term,,
Genetic basis of skeletal development and evolution,GENETIC 393,Harris,FAS,Medical Sciences,2020 Spring,Full Term,,
How transcriptional networks rewire neuronal circuits,GENETIC 394,Gray,FAS,Medical Sciences,2019 Fall,Full Term,,
How transcriptional networks rewire neuronal circuits,GENETIC 394,Gray,FAS,Medical Sciences,2020 Spring,Full Term,,
Regulation of global gene expression at high resolution,GENETIC 395,Churchman,FAS,Medical Sciences,2019 Fall,Full Term,,
Regulation of global gene expression at high resolution,GENETIC 395,Churchman,FAS,Medical Sciences,2020 Spring,Full Term,,
Genome Editing and Epigenome Editing,GENETIC 396,Joung,FAS,Medical Sciences,2019 Fall,Full Term,,
Genome Editing and Epigenome Editing,GENETIC 396,Joung,FAS,Medical Sciences,2020 Spring,Full Term,,
Immunogenomics,GENETIC 397,Raychaudhuri,FAS,Medical Sciences,2019 Fall,Full Term,,
Immunogenomics,GENETIC 397,Raychaudhuri,FAS,Medical Sciences,2020 Spring,Full Term,,
Epigenetic regulation in stem cell/development & disease,GENETIC 398,Zhang,FAS,Medical Sciences,2019 Fall,Full Term,,
Epigenetic regulation in stem cell/development & disease,GENETIC 398,Zhang,FAS,Medical Sciences,2020 Spring,Full Term,,
German for Reading Knowledge,GERMAN AX,TBA,FAS,Germanic Languages & Lit,2020 Spring,Full Term,1:30pm - 2:45pm,Development of reading proficiency for students with little or no knowledge of German. Emphasizes translation of academic German prose into English.
Beginning German,GERMAN 10A 1,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,9:00am - 10:00am,"An introduction to German language and culture for students with no knowledge of the language. Students develop basic communication competencies (spoken and written), with an emphasis on interpersonal communication. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media. The first half of this course may not be taken as a half course for credit toward the AB degree; there are no exceptions to this rule."
Beginning German,GERMAN 10A 2,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,9:00am - 10:00am,"An introduction to German language and culture for students with no knowledge of the language. Students develop basic communication competencies (spoken and written), with an emphasis on interpersonal communication. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media. The first half of this course may not be taken as a half course for credit toward the AB degree; there are no exceptions to this rule."
Beginning German,GERMAN 10A 3,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,10:30am - 11:30am,"An introduction to German language and culture for students with no knowledge of the language. Students develop basic communication competencies (spoken and written), with an emphasis on interpersonal communication. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media. The first half of this course may not be taken as a half course for credit toward the AB degree; there are no exceptions to this rule."
Beginning German,GERMAN 10A 4,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,12:00pm - 1:00pm,"An introduction to German language and culture for students with no knowledge of the language. Students develop basic communication competencies (spoken and written), with an emphasis on interpersonal communication. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media. The first half of this course may not be taken as a half course for credit toward the AB degree; there are no exceptions to this rule."
Beginning German (Intensive),GERMAN 10AB,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,Split Schedule,"A complete first-year course in one term for students with little or no knowledge of German. Provides an introduction to language and culture of the German-speaking countries. Students develop basic communication competencies (spoken and written), and will be able to understand and use high-frequency vocabulary and basic grammatical structures. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media. "
Beginning German (Intensive),GERMAN 10AB,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,Split Schedule,"A complete first-year course in one term for students with little or no knowledge of German. Provides an introduction to language and culture of the German-speaking countries. Students develop basic communication competencies (spoken and written), and will be able to understand and use high-frequency vocabulary and basic grammatical structures. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media. "
Beginning German,GERMAN 10B 1,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,9:00am - 10:00am,"An introduction to German language and culture designed for students with little or no knowledge of the language. Encompasses all four skills: speaking, listening, reading, and writing. Class sessions emphasize the development of oral proficiency. Instruction is supplemented by literary and non-literary texts, videos, and Internet activities. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit."
Beginning German,GERMAN 10B 2,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,9:00am - 10:00am,"An introduction to German language and culture designed for students with little or no knowledge of the language. Encompasses all four skills: speaking, listening, reading, and writing. Class sessions emphasize the development of oral proficiency. Instruction is supplemented by literary and non-literary texts, videos, and Internet activities. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit."
Beginning German,GERMAN 10B 3,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,10:30am - 11:30am,"An introduction to German language and culture designed for students with little or no knowledge of the language. Encompasses all four skills: speaking, listening, reading, and writing. Class sessions emphasize the development of oral proficiency. Instruction is supplemented by literary and non-literary texts, videos, and Internet activities. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit."
Beginning German,GERMAN 10B 4,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,12:00pm - 1:00pm,"An introduction to German language and culture designed for students with little or no knowledge of the language. Encompasses all four skills: speaking, listening, reading, and writing. Class sessions emphasize the development of oral proficiency. Instruction is supplemented by literary and non-literary texts, videos, and Internet activities. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit."
Intermediate German,GERMAN 20A 001,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,9:00am - 10:15am,"This third-semester language course offers a thorough review and practice of grammar and an expansion of vocabulary. Focus on enhancing students' communicative competencies in all four skill areas. Introduction to various cultural topics of the German-speaking countries through the use of literary and non-literary texts, current news, and contemporary film."
Intermediate German,GERMAN 20A 002,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,1:30pm - 2:45pm,"This third-semester language course offers a thorough review and practice of grammar and an expansion of vocabulary. Focus on enhancing students' communicative competencies in all four skill areas. Introduction to various cultural topics of the German-speaking countries through the use of literary and non-literary texts, current news, and contemporary film."
"Intermediate German (Intensive): Speaking, Listening Comprehension, Reading, and Writing",GERMAN 20AB,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,Split Schedule,"A complete second-year course in one term for students with a basic knowledge of German. Focuses on enhancing students' proficiency in all four skill areas with special emphasis on speaking/discussion. Extensive vocabulary-building exercises, a thorough grammar review, and an introduction to various cultural topics of the German-speaking countries through the use of literary and non-literary texts, Internet, multimedia resources, and film."
Intermediate German (Intensive),GERMAN 20AB,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,Split Schedule,"A complete second-year course in one term for students with basic knowledge of German. Focus on enhancing students' communicative competencies in all four skill areas. Introduction to various cultural topics of the German-speaking countries through the use of literary and non-literary texts, current news, and contemporary film."
"Intermediate German: Speaking, Listening Comprehension, Reading, and Writing",GERMAN 20B,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,9:00am - 10:15am,Continuation of German Ca. Discussion materials include literary and non-literary texts and film. Emphasis on speaking proficiency and on strengthening writing skills. Course includes a review of selected grammatical structures and exercises in vocabulary building.
Intermediate German,GERMAN 20B,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,9:00am - 10:15am,"This second-semester intermediate course is a continuation of 20a. Further review and practice of grammar and expansion of vocabulary. Focus on enhancing students' communicative competencies. Introduction to various cultural topics of the German-speaking countries through the use of literary and non-literary texts, current news, and contemporary film."
Advanced Grammar and Reading,GERMAN 61,Burgard,FAS,Germanic Languages & Lit,2019 Fall,Full Term,10:30am - 11:45am,"Prerequisite to true fluency in German. Advanced language instruction through systematic study of the rules of grammar, their nuances, and their exceptions. Application of this knowledge through the meticulous reading and parsing of selections from sophisticated texts (Goethe, Kant, Kleist), as well as an entire Nietzsche essay and Thomas Mann story, prepares students for courses and any work requiring advanced German reading comprehension.."
"Germany and Europe: Heimat, Exile, Return",GERMAN 63,Schwakopf,FAS,Germanic Languages & Lit,2020 Spring,Full Term,1:30pm - 2:45pm,"This course discusses 20th and 21st Century German culture and poetics in dialogue and dispute with its European neighbors. Particular emphasis will be put on the effect of history on contemporary political, cultural and historical issues. How did the rest of Europe react to the German unification? How does Germany relate to its „Gastarbeiter“ today? This course is designed to provide students with the ability to gain insights into how personal and collective identity is constructed"
German Drama and Theater: Brecht and Beyond,GERMAN 65,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,12:00pm - 1:00pm,"Close reading, analysis, and full production of a play in German. The first part provides an introduction to a small selection of dramas, dramatic theory, the vocabulary of theater, as well as intensive pronunciation practice. The second part focuses on the rehearsal and production of a German play. Students participate on stage and collaborate on different aspects of the production, including costumes, set, sound, and program. Two performances take place at the end of term. Conducted in German."
Germanic Language Tutorial: Dutch,GERMAN 90R,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,Individualized study of a Germanic language not ordinarily taught. Contact hours with language tutor. Emphasis on literacy.
Germanic Language Tutorial: Dutch,GERMAN 90R,TBA,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,Individualized study of a Germanic language not ordinarily taught. Contact hours with language tutor. Emphasis on literacy.
Supervised Reading and Research,GERMAN 91R,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,Advanced reading in topics not covered in regular courses.
Supervised Reading and Research,GERMAN 91R,Parkes,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,Advanced reading in topics not covered in regular courses.
Tutorial - Senior Year,GERMAN 99A,Parkes,FAS,Germanic Languages & Lit,2019 Fall,Full Term,,Open to concentrators writing an honors thesis under faculty supervision. Students are expected to enroll for the entire year. Permission of the Director of Undergraduate Studies is required. Part one of a two-part series.
Tutorial - Senior Year,GERMAN 99B,Suetterlin,FAS,Germanic Languages & Lit,2020 Spring,Full Term,,Open to concentrators writing an honors thesis under faculty supervision. Students are expected to enroll for the entire year. Permission of the Director of Undergraduate Studies is required. Part two of a two-part series.
"German Literature, Culture, and Society",GERMAN 101,Schwakopf,FAS,Germanic Languages & Lit,2019 Fall,Full Term,1:30pm - 2:45pm,"This course examines the major social-political trends and tensions that have informed literature and culture in the German-speaking countries. Students will develop the language skills to discuss, analyze, and interpret a variety of texts and cultural phenomena from the 18th to the 21st centuries, with special attention to social theory and political critique. Our readings and discussions are organized around pairs of thinkers who address the same issues from a different time, place, angle, or"
"German Literature, Art, and Thought",GERMAN 102,TBA,FAS,Germanic Languages & Lit,2020 Spring,Full Term,10:30am - 11:45am,"This course explores the major trends and tensions that have informed German literature, art and thought from the 18th to the 21st centuries. In addition to developing the language skills to discuss, analyze and interpret literature, students will explore the rich cultural tradition in the German-speaking countries and its continued relevance for the world.Topics include: Enlightenment; Dark Romanticism or the German Gothic; decadence; media revolution 1900; Third Reich; GDR surveillance; Cold W"
